object_track_no,frame_no,speed
2,160,19.285714285714285
2,161,19.285714285714285
2,162,19.285714285714285
2,163,19.285714285714285
2,164,19.285714285714285
2,165,19.285714285714285
2,166,19.285714285714285
2,167,19.285714285714285
2,168,19.285714285714285
2,169,19.285714285714285
2,170,19.285714285714285
2,171,19.285714285714285
2,172,19.285714285714285
2,173,19.285714285714285
2,174,19.285714285714285
2,175,19.285714285714285
2,176,19.285714285714285
2,177,19.285714285714285
2,178,19.285714285714285
2,179,19.285714285714285
2,180,19.285714285714285
2,181,19.285714285714285
2,182,19.285714285714285
2,183,19.285714285714285
2,184,19.285714285714285
2,185,19.285714285714285
2,186,19.285714285714285
2,187,19.285714285714285
2,188,19.285714285714285
2,189,19.285714285714285
2,190,19.285714285714285
2,191,19.285714285714285
2,192,19.285714285714285
2,193,19.285714285714285
2,194,19.285714285714285
2,195,19.285714285714285
2,196,19.285714285714285
2,197,19.285714285714285
2,198,19.285714285714285
2,199,19.285714285714285
2,200,19.285714285714285
2,201,19.285714285714285
2,202,19.285714285714285
2,203,19.285714285714285
2,204,19.285714285714285
2,205,19.285714285714285
2,206,19.285714285714285
2,207,19.285714285714285
2,208,19.285714285714285
2,209,19.285714285714285
2,210,19.285714285714285
2,211,19.285714285714285
2,212,19.285714285714285
2,213,19.285714285714285
2,214,19.285714285714285
2,215,19.285714285714285
2,216,19.285714285714285
2,217,19.285714285714285
2,218,19.285714285714285
2,219,19.285714285714285
2,220,19.285714285714285
2,221,19.285714285714285
2,222,19.285714285714285
2,223,19.285714285714285
2,224,19.285714285714285
2,225,19.285714285714285
2,226,19.285714285714285
2,227,19.285714285714285
2,228,19.285714285714285
2,229,19.285714285714285
2,230,19.285714285714285
2,231,19.285714285714285
2,232,19.285714285714285
2,233,19.285714285714285
2,234,19.285714285714285
2,235,19.285714285714285
2,236,19.285714285714285
2,237,19.285714285714285
2,238,19.285714285714285
2,239,19.285714285714285
2,240,19.285714285714285
2,241,19.285714285714285
2,242,19.285714285714285
2,243,19.285714285714285
2,244,19.285714285714285
2,245,19.285714285714285
2,246,19.285714285714285
2,247,19.285714285714285
2,248,19.285714285714285
2,249,19.285714285714285
2,250,19.285714285714285
2,251,19.285714285714285
2,252,19.285714285714285
2,253,19.285714285714285
2,254,19.285714285714285
2,255,19.285714285714285
2,256,19.285714285714285
2,257,19.285714285714285
2,258,19.285714285714285
2,259,19.285714285714285
2,260,19.285714285714285
2,261,19.285714285714285
2,262,19.285714285714285
2,263,19.285714285714285
2,264,19.285714285714285
2,265,19.285714285714285
2,266,19.285714285714285
2,267,19.285714285714285
2,268,19.285714285714285
2,269,19.285714285714285
2,270,19.285714285714285
2,271,19.285714285714285
2,272,19.285714285714285
2,273,19.285714285714285
2,274,19.285714285714285
2,275,19.285714285714285
2,276,19.285714285714285
2,277,19.285714285714285
2,278,19.285714285714285
2,279,19.285714285714285
2,280,19.285714285714285
2,281,19.285714285714285
2,282,19.285714285714285
2,283,19.285714285714285
2,284,19.285714285714285
2,285,19.285714285714285
2,286,19.285714285714285
2,287,19.285714285714285
2,288,19.285714285714285
2,289,19.285714285714285
2,290,19.285714285714285
2,291,19.285714285714285
2,292,19.285714285714285
2,293,19.285714285714285
2,294,19.285714285714285
